2023-03-11 22:22:05.288387 [INFO   ] [APP] application started
2023-03-11 22:22:09.152069 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124700; ask volumes: 1660; bid prices: 124600; bid volumes: 10000
2023-03-11 22:22:09.152110 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.152126 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.152132 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124700; ask volumes: 10; bid prices: 124000; bid volumes: 10000
2023-03-11 22:22:09.153094 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.153108 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.153115 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.212917 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.212949 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.212959 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124700; ask volumes: 3660; bid prices: 124500; bid volumes: 3400
2023-03-11 22:22:09.213022 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.213034 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.213040 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124400; ask volumes: 10; bid prices: 124300; bid volumes: 30
2023-03-11 22:22:09.261506 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.261529 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.261538 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 124500; bid volumes: 400
2023-03-11 22:22:09.268658 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.268674 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.268682 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 13670; bid prices: 124300; bid volumes: 13660
2023-03-11 22:22:09.268719 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.268734 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.268741 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124400; ask volumes: 10; bid prices: 124300; bid volumes: 20
2023-03-11 22:22:09.322990 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.323014 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.323022 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 4010; bid prices: 124400; bid volumes: 3670
2023-03-11 22:22:09.323100 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.323110 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.323117 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 124100; bid volumes: 20
2023-03-11 22:22:09.323819 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.323834 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.323841 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.396422 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.396443 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.396451 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124300; ask volumes: 11670; bid prices: 124200; bid volumes: 1000
2023-03-11 22:22:09.396495 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.396505 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.396511 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124300; ask volumes: 20; bid prices: 124100; bid volumes: 15
2023-03-11 22:22:09.396617 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.396630 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.396651 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124200; bid volumes: 10
2023-03-11 22:22:09.400017 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.400032 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.400039 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124100; bid volumes: 10
2023-03-11 22:22:09.428277 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.428298 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.428307 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 124200; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.464506 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.464530 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.464539 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124300; ask volumes: 2680; bid prices: 124200; bid volumes: 3000
2023-03-11 22:22:09.464592 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.464601 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.464611 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124100; ask volumes: 10; bid prices: 124000; bid volumes: 10
2023-03-11 22:22:09.465907 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.465925 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.465932 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124000; bid volumes: 20
2023-03-11 22:22:09.524456 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.524484 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.524492 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124300; ask volumes: 10680; bid prices: 124200; bid volumes: 1000
2023-03-11 22:22:09.524568 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.524581 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.524587 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124100; ask volumes: 20; bid prices: 123900; bid volumes: 15
2023-03-11 22:22:09.526362 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.526379 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.526385 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124000; bid volumes: 10
2023-03-11 22:22:09.551984 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.552005 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.552014 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 124300; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.575067 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.575089 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.575097 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 4680; bid prices: 124400; bid volumes: 1000
2023-03-11 22:22:09.575229 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.575242 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.575251 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 123900; ask volumes: 5; bid prices: 123800; bid volumes: 20
2023-03-11 22:22:09.576992 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.577007 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.577013 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124100; ask volumes: 10; bid prices: 124200; bid volumes: 10
2023-03-11 22:22:09.643642 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.643696 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.643704 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 1000; bid prices: 124400; bid volumes: 12000
2023-03-11 22:22:09.643756 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.643772 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.643816 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124300; ask volumes: 20; bid prices: 124100; bid volumes: 10
2023-03-11 22:22:09.644796 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.644809 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.644816 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124100; bid volumes: 10
2023-03-11 22:22:09.645344 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.645357 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.645363 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124100; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.672110 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.672131 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.672139 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.716871 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.716898 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.716907 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124600; ask volumes: 3660; bid prices: 124500; bid volumes: 2000
2023-03-11 22:22:09.716984 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.716996 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.717002 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124800; ask volumes: 64; bid prices: 124700; bid volumes: 50
2023-03-11 22:22:09.718066 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.718080 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.718086 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124700; bid volumes: 30
2023-03-11 22:22:09.739521 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.739547 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.739555 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 124500; bid volumes: 2000
2023-03-11 22:22:09.769203 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.769228 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.769236 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124400; ask volumes: 4660; bid prices: 124300; bid volumes: 710
2023-03-11 22:22:09.769297 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.769311 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.769318 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124800; ask volumes: 64; bid prices: 124700; bid volumes: 20
2023-03-11 22:22:09.769973 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.769989 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.769996 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124700; bid volumes: 20
2023-03-11 22:22:09.770607 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.770620 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.770626 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124300; bid volumes: 10
2023-03-11 22:22:09.809949 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.809981 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.809991 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124300; bid volumes: 7
2023-03-11 22:22:09.842672 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.842696 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.842705 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124400; ask volumes: 4660; bid prices: 124300; bid volumes: 1000
2023-03-11 22:22:09.842783 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.842798 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.842804 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124800; ask volumes: 74; bid prices: 124300; bid volumes: 3
2023-03-11 22:22:09.907037 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.907071 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.907081 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124200; ask volumes: 12700; bid prices: 124000; bid volumes: 4670
2023-03-11 22:22:09.907158 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.907170 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.907177 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124400; ask volumes: 30; bid prices: 124300; bid volumes: 13
2023-03-11 22:22:09.908973 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.908992 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.909000 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124300; bid volumes: 3
2023-03-11 22:22:09.968765 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.968788 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.968797 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124200; ask volumes: 1020; bid prices: 124100; bid volumes: 10000
2023-03-11 22:22:09.968864 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.968875 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.968880 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124200; ask volumes: 27; bid prices: 124000; bid volumes: 30
2023-03-11 22:22:09.996843 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.996868 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.996876 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 124200; ask volumes: 1020; bid prices: 0; bid volumes: 0
2023-03-11 22:22:10.012664 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.012687 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.012694 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124400; ask volumes: 3660; bid prices: 124300; bid volumes: 1000
2023-03-11 22:22:10.012753 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.012763 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.012771 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124200; ask volumes: 27; bid prices: 124100; bid volumes: 30
2023-03-11 22:22:10.012879 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-11 22:22:10.016523 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.016544 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:10.016552 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:10.016923 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:10.016938 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:10.052282 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.052304 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:10.052312 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124400; ask volumes: 30; bid prices: 0; bid volumes: 0
2023-03-11 22:22:10.075288 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.075314 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.075324 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 11650; bid prices: 124300; bid volumes: 12680
2023-03-11 22:22:10.075378 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.075392 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.075399 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124800; ask volumes: 10; bid prices: 124300; bid volumes: 20
2023-03-11 22:22:10.075477 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-11 22:22:10.077344 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.077359 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:10.077366 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124500; bid volumes: 10
2023-03-11 22:22:10.077764 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-11 22:22:10.077777 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:10.077784 [INFO   ] [AUTO] order 102 filled for 3 lots at $124500 cents
2023-03-11 22:22:10.077788 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:10.077834 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.077849 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:10.077855 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124500; bid volumes: 3
2023-03-11 22:22:10.146641 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.146663 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.146672 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124400; ask volumes: 3700; bid prices: 124200; bid volumes: 12680
2023-03-11 22:22:10.146720 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.146732 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.146738 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124700; ask volumes: 20; bid prices: 124500; bid volumes: 7
2023-03-11 22:22:10.146815 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-11 22:22:10.150876 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:10.150892 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:10.213225 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.213247 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.213256 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124400; ask volumes: 2700; bid prices: 124300; bid volumes: 1000
2023-03-11 22:22:10.213311 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.213324 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.213330 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124500; ask volumes: 30; bid prices: 124300; bid volumes: 30
2023-03-11 22:22:10.242284 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.242307 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:10.242316 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 124100; ask volumes: 250; bid prices: 124100; bid volumes: 1000
2023-03-11 22:22:10.279965 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.280008 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.280016 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124200; ask volumes: 11690; bid prices: 124000; bid volumes: 5690
2023-03-11 22:22:10.280066 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.280082 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.280089 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124500; ask volumes: 30; bid prices: 124400; bid volumes: 30
2023-03-11 22:22:10.280175 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-11 22:22:10.282625 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.282638 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:10.282645 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124400; bid volumes: 10
2023-03-11 22:22:10.282921 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:10.282949 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:10.334968 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.334996 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.335005 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124200; ask volumes: 3700; bid prices: 124100; bid volumes: 2000
2023-03-11 22:22:10.335090 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.335104 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.335112 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124300; ask volumes: 20; bid prices: 124100; bid volumes: 30
2023-03-11 22:22:10.336673 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.336688 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:10.336695 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:10.398128 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.398149 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.398159 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124200; ask volumes: 1000; bid prices: 124100; bid volumes: 1700
2023-03-11 22:22:10.398226 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.398239 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:10.398245 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 124100; bid volumes: 20
2023-03-11 22:22:10.400065 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:10.400078 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:10.400085 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 0; bid volumes: 0
