2023-03-11 22:22:05.597836 [INFO   ] [APP] application started
2023-03-11 22:22:09.268774 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124400; ask volumes: 10; bid prices: 124300; bid volumes: 20
2023-03-11 22:22:09.268823 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-11 22:22:09.269063 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.269076 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.269216 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.269229 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.269391 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.269404 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.269482 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.269496 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.323006 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.323030 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.323051 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 4010; bid prices: 124400; bid volumes: 3670
2023-03-11 22:22:09.323210 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.323233 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.323239 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.323245 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 124100; bid volumes: 20
2023-03-11 22:22:09.323312 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-11 22:22:09.323505 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.323518 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.323773 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.323786 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.323791 [INFO   ] [AUTO] order 14 filled for 10 lots at $124200 cents
2023-03-11 22:22:09.323845 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.323856 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.323863 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.323870 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-11 22:22:09.323880 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.323884 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.323958 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.323971 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-11 22:22:09.323977 [INFO   ] [AUTO] hedge order 15 filled for 10 lots at $124400 average price in cents
2023-03-11 22:22:09.392948 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.392972 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.392980 [INFO   ] [AUTO] order 14 filled for 10 lots at $124200 cents
2023-03-11 22:22:09.393031 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-11 22:22:09.393043 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.393047 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.396418 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.396432 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.396442 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124300; ask volumes: 11670; bid prices: 124200; bid volumes: 1000
2023-03-11 22:22:09.396496 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.396521 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.396528 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.396533 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124300; ask volumes: 20; bid prices: 124100; bid volumes: 15
2023-03-11 22:22:09.396597 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-11 22:22:09.396610 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.396617 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.396622 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124200; bid volumes: 10
2023-03-11 22:22:09.398732 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.398749 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-11 22:22:09.398756 [INFO   ] [AUTO] hedge order 16 filled for 10 lots at $124100 average price in cents
2023-03-11 22:22:09.398810 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.398823 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.399439 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.399452 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.399458 [INFO   ] [AUTO] order 17 filled for 10 lots at $124100 cents
2023-03-11 22:22:09.399495 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-11 22:22:09.399510 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.399515 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.399678 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-11 22:22:09.399689 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.399695 [INFO   ] [AUTO] order 17 filled for 10 lots at $123900 cents
2023-03-11 22:22:09.399708 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.399726 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-11 22:22:09.399735 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.399739 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.400021 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.400033 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.400039 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124100; bid volumes: 10
2023-03-11 22:22:09.400097 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.400109 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-11 22:22:09.400114 [INFO   ] [AUTO] hedge order 19 filled for 10 lots at $124200 average price in cents
2023-03-11 22:22:09.400210 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.400222 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-11 22:22:09.400228 [INFO   ] [AUTO] hedge order 20 filled for 10 lots at $124200 average price in cents
2023-03-11 22:22:09.428269 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.428292 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.428303 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 124200; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.464512 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.464534 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.464543 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124300; ask volumes: 2680; bid prices: 124200; bid volumes: 3000
2023-03-11 22:22:09.464623 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.464649 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.464656 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.464661 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124100; ask volumes: 10; bid prices: 124000; bid volumes: 10
2023-03-11 22:22:09.464726 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-11 22:22:09.464785 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.464798 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.464944 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.464959 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.465072 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.465084 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.465387 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.465399 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.465405 [INFO   ] [AUTO] order 22 filled for 10 lots at $124000 cents
2023-03-11 22:22:09.465443 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-11 22:22:09.465456 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.465461 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.465606 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.465618 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.465623 [INFO   ] [AUTO] order 22 filled for 10 lots at $124000 cents
2023-03-11 22:22:09.465661 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-11 22:22:09.465674 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.465678 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.465881 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.465896 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.465903 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124000; bid volumes: 20
2023-03-11 22:22:09.465968 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.465981 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-11 22:22:09.465987 [INFO   ] [AUTO] hedge order 23 filled for 10 lots at $124200 average price in cents
2023-03-11 22:22:09.466081 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.466093 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-11 22:22:09.466099 [INFO   ] [AUTO] hedge order 24 filled for 10 lots at $124200 average price in cents
2023-03-11 22:22:09.524457 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.524483 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.524493 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124300; ask volumes: 10680; bid prices: 124200; bid volumes: 1000
2023-03-11 22:22:09.524590 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.524617 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.524623 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.524629 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124100; ask volumes: 20; bid prices: 123900; bid volumes: 15
2023-03-11 22:22:09.524673 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-11 22:22:09.524697 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.524719 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.525203 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.525216 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.525223 [INFO   ] [AUTO] order 25 filled for 10 lots at $124000 cents
2023-03-11 22:22:09.525311 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-11 22:22:09.525324 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.525329 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.525533 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.525546 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.525551 [INFO   ] [AUTO] order 25 filled for 5 lots at $123900 cents
2023-03-11 22:22:09.525592 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-11 22:22:09.525606 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.525611 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.526330 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.526342 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.526374 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.526387 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.526394 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124000; bid volumes: 10
2023-03-11 22:22:09.526468 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.526482 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-11 22:22:09.526488 [INFO   ] [AUTO] hedge order 27 filled for 10 lots at $124300 average price in cents
2023-03-11 22:22:09.526581 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.526594 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-11 22:22:09.526600 [INFO   ] [AUTO] hedge order 28 filled for 5 lots at $124300 average price in cents
2023-03-11 22:22:09.551972 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.551996 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.552004 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 124300; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.575043 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.575068 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.575077 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 4680; bid prices: 124400; bid volumes: 1000
2023-03-11 22:22:09.575215 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.575242 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.575249 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.575255 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 123900; ask volumes: 5; bid prices: 123800; bid volumes: 20
2023-03-11 22:22:09.575356 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-11 22:22:09.575677 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.575691 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.575774 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.575786 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.576329 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.576342 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.576545 [DEBUG  ] [CON] 'Exec' received 15 bytes
