2023-03-11 22:22:05.062202 [INFO   ] [APP] application started
2023-03-11 22:22:09.100885 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.100904 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.100912 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124600; bid volumes: 20
2023-03-11 22:22:09.152046 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.152067 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.152076 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124700; ask volumes: 1660; bid prices: 124600; bid volumes: 10000
2023-03-11 22:22:09.152140 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.152169 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.152177 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.152183 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124700; ask volumes: 10; bid prices: 124000; bid volumes: 10000
2023-03-11 22:22:09.152267 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-11 22:22:09.152665 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.152679 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.152818 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.152831 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.153048 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-11 22:22:09.153061 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.153067 [INFO   ] [AUTO] order 6 filled for 10 lots at $124400 cents
2023-03-11 22:22:09.153072 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.153102 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.153114 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.153120 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.212869 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.212904 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.212914 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124700; ask volumes: 3660; bid prices: 124500; bid volumes: 3400
2023-03-11 22:22:09.212993 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.213018 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.213025 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.213030 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124400; ask volumes: 10; bid prices: 124300; bid volumes: 30
2023-03-11 22:22:09.213083 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-11 22:22:09.213687 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.213702 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.213772 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.213784 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.213841 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.213854 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.261503 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.261544 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.261558 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 124500; bid volumes: 400
2023-03-11 22:22:09.268664 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.268679 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.268687 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 13670; bid prices: 124300; bid volumes: 13660
2023-03-11 22:22:09.268741 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.268768 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.268775 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.268780 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124400; ask volumes: 10; bid prices: 124300; bid volumes: 20
2023-03-11 22:22:09.268821 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-11 22:22:09.269858 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.269873 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.269932 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.269945 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.270073 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.270085 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.270122 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.270133 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.322982 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.323007 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.323016 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 4010; bid prices: 124400; bid volumes: 3670
2023-03-11 22:22:09.323136 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.323162 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.323169 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.323175 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 124100; bid volumes: 20
2023-03-11 22:22:09.323267 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-11 22:22:09.323294 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.323301 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.323610 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.323624 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.323630 [INFO   ] [AUTO] order 9 filled for 10 lots at $124200 cents
2023-03-11 22:22:09.323722 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.323735 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.323829 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.323842 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.323850 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124200; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.323903 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.323915 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.396431 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.396453 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.396461 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124300; ask volumes: 11670; bid prices: 124200; bid volumes: 1000
2023-03-11 22:22:09.396516 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.396539 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.396546 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.396551 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124300; ask volumes: 20; bid prices: 124100; bid volumes: 15
2023-03-11 22:22:09.396622 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-11 22:22:09.396633 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.396662 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.396688 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124200; bid volumes: 10
2023-03-11 22:22:09.399398 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.399414 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.399420 [INFO   ] [AUTO] order 11 filled for 10 lots at $124100 cents
2023-03-11 22:22:09.399456 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.399468 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.399869 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.399884 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.399967 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.399979 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.400021 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.400029 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.400035 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124100; bid volumes: 10
2023-03-11 22:22:09.428269 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.428292 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.428301 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 124200; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.464507 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.464530 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.464539 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124300; ask volumes: 2680; bid prices: 124200; bid volumes: 3000
2023-03-11 22:22:09.464658 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.464688 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.464694 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.464700 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124100; ask volumes: 10; bid prices: 124000; bid volumes: 10
2023-03-11 22:22:09.464716 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-11 22:22:09.464724 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.464730 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.465237 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.465251 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.465471 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.465485 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.465491 [INFO   ] [AUTO] order 14 filled for 10 lots at $124000 cents
2023-03-11 22:22:09.465521 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.465531 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.465780 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.465793 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.465884 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.465896 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.465903 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124000; bid volumes: 20
2023-03-11 22:22:09.524459 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.524483 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.524492 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124300; ask volumes: 10680; bid prices: 124200; bid volumes: 1000
2023-03-11 22:22:09.524599 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.524623 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.524629 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.524640 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124100; ask volumes: 20; bid prices: 123900; bid volumes: 15
2023-03-11 22:22:09.524678 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-11 22:22:09.524756 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.524768 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.524812 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.524827 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.524961 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.524973 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.525084 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.525097 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.525103 [INFO   ] [AUTO] order 17 filled for 10 lots at $124000 cents
2023-03-11 22:22:09.525164 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.525175 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.526362 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.526379 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.526386 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124000; bid volumes: 10
2023-03-11 22:22:09.551975 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.551996 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.552004 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 124300; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.575054 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.575076 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.575085 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 4680; bid prices: 124400; bid volumes: 1000
2023-03-11 22:22:09.575268 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.575297 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.575304 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.575309 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 123900; ask volumes: 5; bid prices: 123800; bid volumes: 20
2023-03-11 22:22:09.575400 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-11 22:22:09.576470 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.576483 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.576489 [INFO   ] [AUTO] order 16 filled for 10 lots at $124100 cents
2023-03-11 22:22:09.576526 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.576536 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.576842 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.576857 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.576862 [INFO   ] [AUTO] order 18 filled for 10 lots at $124200 cents
2023-03-11 22:22:09.576915 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.576925 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.576961 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.576971 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.577019 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.577033 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.577039 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124100; ask volumes: 10; bid prices: 124200; bid volumes: 10
2023-03-11 22:22:09.643698 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.643720 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.643754 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124500; ask volumes: 1000; bid prices: 124400; bid volumes: 12000
2023-03-11 22:22:09.643822 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-11 22:22:09.643847 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.643854 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.643859 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124300; ask volumes: 20; bid prices: 124100; bid volumes: 10
2023-03-11 22:22:09.643907 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-11 22:22:09.644538 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-11 22:22:09.644586 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.644593 [INFO   ] [AUTO] order 19 filled for 10 lots at $124100 cents
2023-03-11 22:22:09.644598 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.644814 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.644828 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.644834 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124100; bid volumes: 10
2023-03-11 22:22:09.645029 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.645061 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.645305 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.645317 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.645322 [INFO   ] [AUTO] order 21 filled for 10 lots at $124100 cents
2023-03-11 22:22:09.645359 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.645372 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.645378 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124100; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.645385 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.645390 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.671657 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.671682 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.671690 [INFO   ] [AUTO] order 20 filled for 10 lots at $124400 cents
2023-03-11 22:22:09.671745 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.671760 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.672091 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.672105 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.672112 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 124400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-11 22:22:09.716877 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.716903 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.716911 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124600; ask volumes: 3660; bid prices: 124500; bid volumes: 2000
2023-03-11 22:22:09.716993 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-11 22:22:09.717018 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.717024 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.717030 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 124800; ask volumes: 64; bid prices: 124700; bid volumes: 50
2023-03-11 22:22:09.717073 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-11 22:22:09.717753 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-11 22:22:09.717767 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-11 22:22:09.717774 [INFO   ] [AUTO] order 22 filled for 10 lots at $124700 cents
2023-03-11 22:22:09.717808 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.717821 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.717860 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-11 22:22:09.717873 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-11 22:22:09.718050 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.718065 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.718072 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 124700; bid volumes: 30
2023-03-11 22:22:09.739522 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.739545 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-11 22:22:09.739553 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 124500; bid volumes: 2000
2023-03-11 22:22:09.769236 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-11 22:22:09.769276 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-11 22:22:09.769288 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 124400; ask volumes: 4660; bid prices: 124300; bid volumes: 710
2023-03-11 22:22:09.769357 [DEBUG  ] [CON] 'Exec' sent 7 bytes
